layer,type,corrupted,restored,component,metric,value,config,lr,n_embd,n_layer,d_conv,mixer_type
0,KEY,target_item_orig,query_item_orig,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,query_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,query_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,divider,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,divider,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,divider,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,divider,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+1,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
corrupted,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
original,KEY,target_item_orig,target_item_orig__+2,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item_orig,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,query_item,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,divider,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+1,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,target_item_orig__+2,conv_output,max_perc,1.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
0,KEY,target_item_orig,nothing,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,prob_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,restored_logit,-0.22335773706436157,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,logit_diff,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item_orig,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,query_item,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,divider,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+1,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,target_item_orig__+2,conv_output,max_perc,1.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,query_item_orig,nothing,conv_output,max_perc,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,kl_div,0.0,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
1,KEY,target_item_orig,query_item_orig,conv_output,restored_prob,0.0002422332763671875,ar_32_mamba_ablation/mamba_1___128___3e-02,0.03,128,2,1,mamba_no_causal_conv1d
